NAME,DATE,AWND,PRCP,TMAX,TMIN
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-10-2016,9.17,0.48,78,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-10-2016,12.3,0,80,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-10-2016,4.92,0.05,76,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-10-2016,4.92,0.48,80,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-10-2016,10.74,1.47,63,47
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-10-2016,12.53,0.22,48,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-10-2016,12.3,0,64,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-10-2016,9.62,0,62,47
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-10-2016,6.93,0,54,40
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-10-2016,4.47,0,50,34
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-10-2016,9.4,0.05,63,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-10-2016,5.59,0.01,54,41
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-10-2016,12.53,0,75,46
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-10-2016,10.51,0.1,71,47
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",31-10-2016,4.47,0,52,40
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-11-2016,6.26,0,77,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-11-2016,8.72,0,79,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-11-2016,11.18,0.01,68,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-11-2016,6.71,0,56,43
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-11-2016,8.05,0,60,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-11-2016,3.13,0,63,40
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-11-2016,3.58,0,66,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-11-2016,7.83,0.05,66,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-11-2016,9.4,0.11,51,39
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-11-2016,10.74,0,57,36
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-11-2016,11.86,0,57,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-11-2016,5.14,0,47,30
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-11-2016,7.61,0,54,27
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-11-2016,6.49,0,55,29
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-11-2016,5.82,0,56,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-11-2016,7.16,0,56,41
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-11-2016,4.92,0,57,33
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-11-2016,8.28,0,72,40
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-11-2016,13.87,0.24,61,31
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-11-2016,16.55,0.07,32,29
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-11-2016,14.54,0,34,27
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-11-2016,6.93,0,38,23
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-11-2016,3.58,0,47,25
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-11-2016,8.05,0.04,52,40
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-11-2016,6.49,0,45,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-11-2016,8.95,0,43,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-11-2016,6.71,0,45,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-11-2016,7.83,0,50,31
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-11-2016,8.05,0.16,63,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-11-2016,8.28,0.58,58,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-12-2016,13.42,0,47,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-12-2016,13.42,0,38,33
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-12-2016,8.05,0,37,34
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-12-2016,5.37,0.12,40,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-12-2016,7.38,0.02,43,33
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-12-2016,9.4,0.5,42,31
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-12-2016,9.84,0,42,34
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-12-2016,12.75,0,35,23
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-12-2016,13.42,0,26,21
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-12-2016,9.17,0,26,21
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-12-2016,6.04,0.34,34,22
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-12-2016,10.51,0.3,42,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-12-2016,4.25,0.21,31,25
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-12-2016,9.62,0,30,18
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-12-2016,14.32,0,18,6
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-12-2016,6.49,0,24,3
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-12-2016,8.5,0.83,58,24
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-12-2016,10.51,1.27,60,20
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-12-2016,2.68,0,27,18
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-12-2016,7.83,0,36,14
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-12-2016,8.95,0,37,26
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-12-2016,9.62,0,40,34
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-12-2016,6.71,0,42,29
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-12-2016,8.28,0.03,46,38
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-12-2016,4.7,0,41,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-12-2016,11.86,0.06,65,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-12-2016,14.32,0.12,64,36
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-12-2016,7.16,0,41,31
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-12-2016,13.87,0.12,40,31
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-12-2016,11.86,0.05,31,25
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",31-12-2016,14.09,0.02,41,24
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-01-2017,5.82,0.03,44,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-01-2017,7.16,0.09,46,36
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-01-2017,6.93,0.76,50,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-01-2017,15.66,0.04,45,21
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-01-2017,8.72,0.06,23,18
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-01-2017,7.16,0,18,7
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-01-2017,7.16,0,18,9
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-01-2017,11.41,0,16,7
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-01-2017,7.83,0,28,5
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-01-2017,14.09,0.09,50,25
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-01-2017,11.63,0.23,55,39
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-01-2017,15.88,0.49,65,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-01-2017,6.49,0,37,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-01-2017,3.13,0.02,36,27
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-01-2017,2.68,0,34,25
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-01-2017,1.57,0.01,40,26
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-01-2017,9.62,0.09,61,38
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-01-2017,10.51,0.05,52,38
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-01-2017,5.37,0,43,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-01-2017,6.93,0.18,57,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-01-2017,6.93,0,64,44
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-01-2017,5.14,0.02,62,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-01-2017,9.17,1,50,34
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-01-2017,8.28,0.09,39,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-01-2017,9.17,0.06,54,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-01-2017,16.11,0.31,51,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-01-2017,14.09,0,32,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-01-2017,14.99,0.01,33,27
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-01-2017,7.83,0,34,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-01-2017,8.5,0.01,28,21
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",31-01-2017,14.54,0.05,39,22
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-02-2017,10.96,0.06,38,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-02-2017,9.84,0,34,24
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-02-2017,9.62,0,26,19
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-02-2017,8.28,0,32,14
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-02-2017,12.08,0,45,25
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-02-2017,8.28,0.05,55,29
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-02-2017,13.42,0.45,65,43
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-02-2017,9.62,0.45,56,30
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-02-2017,13.87,0.15,30,17
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-02-2017,10.29,0,36,13
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-02-2017,9.4,0,55,36
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-02-2017,12.75,0.24,59,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-02-2017,9.62,0.01,39,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-02-2017,11.63,0,49,26
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-02-2017,11.18,0.02,42,26
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-02-2017,7.38,0,29,22
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-02-2017,5.37,0,53,21
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-02-2017,12.97,0,67,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-02-2017,9.84,0,63,44
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-02-2017,2.91,0,60,41
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-02-2017,7.16,0,66,47
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-02-2017,6.49,0,66,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-02-2017,9.84,0,68,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-02-2017,10.29,0,77,57
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-02-2017,15.21,0.32,66,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-02-2017,10.07,0,39,26
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-02-2017,8.5,0.02,46,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-02-2017,10.29,0.01,57,38
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-03-2017,16.33,1.2,62,39
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-03-2017,12.75,0.07,40,27
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-03-2017,11.41,0,32,20
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-03-2017,7.61,0,33,19
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-03-2017,5.82,0,46,15
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-03-2017,9.62,0.29,56,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-03-2017,13.42,0.48,61,41
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-03-2017,18.34,0.03,56,38
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-03-2017,10.96,0.04,58,34
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-03-2017,11.18,0.38,34,20
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-03-2017,9.4,0,26,15
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-03-2017,5.82,0,30,17
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-03-2017,7.38,0,40,19
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-03-2017,12.97,0.02,36,15
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-03-2017,14.99,0,27,14
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-03-2017,9.84,0,36,21
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-03-2017,6.26,0.15,42,21
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-03-2017,7.16,0.07,45,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-03-2017,6.49,0,41,33
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-03-2017,4.03,0,51,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-03-2017,8.05,0,60,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-03-2017,11.63,0,38,23
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-03-2017,4.7,0,50,19
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-03-2017,12.97,0.25,74,39
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-03-2017,7.83,0,75,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-03-2017,11.41,0.25,65,52
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-03-2017,7.83,0.21,69,52
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-03-2017,8.05,0.17,61,46
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-03-2017,6.49,0,61,44
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-03-2017,10.51,0.06,56,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",31-03-2017,6.93,1.24,54,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-04-2017,8.95,0.02,45,39
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-04-2017,5.82,0,58,34
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-04-2017,8.05,0.01,72,46
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-04-2017,15.43,0.16,64,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-04-2017,8.95,0,72,44
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-04-2017,13.42,0.51,61,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-04-2017,11.86,0.1,39,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-04-2017,7.83,0,58,31
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-04-2017,8.28,0,72,34
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-04-2017,12.08,0,79,57
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-04-2017,8.5,0.16,71,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-04-2017,8.28,0,66,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-04-2017,3.58,0,62,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-04-2017,3.36,0,74,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-04-2017,9.17,0,81,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-04-2017,14.76,0.57,75,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-04-2017,7.16,0.17,69,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-04-2017,5.59,0,71,46
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-04-2017,10.51,0.35,73,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-04-2017,9.84,0.82,78,58
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-04-2017,10.51,0.1,70,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-04-2017,7.38,0.05,54,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-04-2017,5.59,0,67,38
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-04-2017,8.72,0.06,60,47
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-04-2017,6.71,0.13,64,49
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-04-2017,3.8,0,77,52
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-04-2017,9.84,0.06,81,58
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-04-2017,5.82,0.09,72,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-04-2017,6.71,0.26,75,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-04-2017,9.17,0,86,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-05-2017,11.18,0.37,81,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-05-2017,15.66,0.12,63,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-05-2017,7.61,0.01,59,43
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-05-2017,10.96,0.03,66,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-05-2017,8.5,0.21,75,47
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-05-2017,10.29,0.46,47,41
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-05-2017,10.29,0.01,57,41
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-05-2017,6.71,0,57,39
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-05-2017,5.82,0,64,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-05-2017,2.46,0,72,47
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-05-2017,5.82,0.72,58,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-05-2017,5.59,0,56,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-05-2017,3.36,0,67,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-05-2017,9.84,0,70,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-05-2017,7.16,0,71,43
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-05-2017,6.49,0,82,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-05-2017,10.51,0,87,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-05-2017,11.18,0,85,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-05-2017,6.26,0.03,82,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-05-2017,5.14,0,72,57
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-05-2017,8.28,1.26,76,58
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-05-2017,7.83,0.01,66,54
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-05-2017,6.93,0,71,49
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-05-2017,10.07,0.08,68,57
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-05-2017,8.5,0.58,68,55
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-05-2017,8.5,0.14,69,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-05-2017,2.24,0.2,72,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-05-2017,6.93,0.06,78,57
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-05-2017,7.61,0.54,78,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-05-2017,9.4,0.1,78,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",31-05-2017,9.4,0.21,77,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-06-2017,7.38,0,74,54
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-06-2017,6.93,0,76,55
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-06-2017,7.38,0,79,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-06-2017,9.62,0.13,83,58
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-06-2017,8.5,0.79,75,57
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-06-2017,6.93,0,65,54
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-06-2017,5.59,0.06,65,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-06-2017,4.25,0,70,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-06-2017,6.71,0,77,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-06-2017,10.51,0.03,83,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-06-2017,9.4,0,85,64
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-06-2017,8.72,0,87,66
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-06-2017,7.38,1.7,90,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-06-2017,5.59,1.59,84,67
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-06-2017,7.38,2.04,86,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-06-2017,4.25,1.23,82,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-06-2017,5.59,0,86,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-06-2017,12.53,0.55,88,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-06-2017,8.5,0.75,79,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-06-2017,10.07,0,77,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-06-2017,5.82,0.14,79,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-06-2017,8.5,0,84,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-06-2017,9.17,1.52,77,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-06-2017,10.51,0.11,80,66
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-06-2017,8.95,0,75,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-06-2017,10.51,0,74,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-06-2017,8.05,0,69,55
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-06-2017,6.04,0,74,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-06-2017,10.74,0.18,84,58
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-06-2017,9.4,0.15,84,66
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-07-2017,11.41,0.39,82,70
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-07-2017,8.28,0,83,67
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-07-2017,4.03,0.16,84,64
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-07-2017,3.8,0,84,67
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-07-2017,4.25,0,87,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-07-2017,4.03,1.09,81,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-07-2017,8.05,0.13,82,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-07-2017,7.61,0.32,77,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-07-2017,5.14,0,78,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-07-2017,7.61,0.35,80,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-07-2017,8.72,0.34,83,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-07-2017,8.95,0.03,87,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-07-2017,9.17,0.44,77,71
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-07-2017,7.16,0.06,83,71
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-07-2017,6.26,0,79,66
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-07-2017,4.03,0,82,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-07-2017,4.47,0,85,64
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-07-2017,2.46,0,88,67
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-07-2017,6.26,0,89,69
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-07-2017,6.93,0.42,88,71
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-07-2017,4.25,0,87,70
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-07-2017,7.83,0.46,78,72
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-07-2017,7.83,0.19,80,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-07-2017,8.28,0,80,64
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-07-2017,4.92,0,75,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-07-2017,4.92,0,80,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-07-2017,5.59,0,83,64
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-07-2017,5.37,2.5,80,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-07-2017,6.71,1.04,76,55
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-07-2017,3.58,0,84,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",31-07-2017,3.58,0,83,64
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-08-2017,2.46,0,83,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-08-2017,5.37,0.32,84,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-08-2017,6.71,0,83,65
